user_id,is_paid,registration_days,source_channel_encoded,has_invitor,is_mobile_user,has_phone,has_email,contact_methods_count,learning_sessions,learning_days,avg_sessions_per_day,total_duration,avg_session_duration,avg_score,max_score,score_std,word_accuracy,sentence_accuracy,total_practices,course_completion_rate,immersive_ratio,total_visits,active_days,visit_frequency,unique_pages,unique_events,is_multi_device,primary_device_encoded,payment_page_visits
2542779,0,-48,0,0,0,1,0,1,1,1,1.0,141,141.0,76.0,76,0.0,0.0,0.0,2,0.76,0.4,24,1,24.0,11,2,0,2,0
2641085,0,-132,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.4,7,1,7.0,7,2,0,2,0
3067070,0,-192,0,0,1,0,0,0,1,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0.0,0.4,0,0,0.0,0,0,0,0,0
2346175,0,-36,0,0,0,0,0,0,1,1,1.0,50,50.0,0.0,0,0.0,0.0,0.0,2,0.0,0.4,12,1,12.0,7,2,0,2,0
2673858,1,-102,0,0,0,0,0,0,4,2,2.0,6700,1675.0,58.0,78,27.72483844257107,0.0,0.0,8,0.58,0.8,200,3,66.66666666666667,31,2,0,2,0
3132612,0,-51,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.4,59,3,19.666666666666668,11,2,0,2,0
3034310,0,-108,0,0,0,1,0,1,1,1,1.0,120,120.0,57.0,57,0.0,0.0,0.0,2,0.57,0.4,31,2,15.5,10,2,0,2,0
2673865,0,11,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.4,30,1,30.0,12,3,0,2,0
2051277,0,-124,0,0,0,1,0,1,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.4,14,1,14.0,8,2,0,2,0
2706640,0,0,0,1,0,0,1,1,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.4,0,0,0.0,0,0,0,0,0
